year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2002,28,Nebraska,0.468727,1,0,2.8605857,80.99033,211.98132,615.5623,3065.5945,381.94778,2.8009903,3.7,0.6554317,4.513885,1.435597,12.211006,10.12659284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0510263,8.027997,5.945284,5.624233,10.856438,5.4882708,5.46734,4.383781,7.0901194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2003,28,Nebraska,0.4806867,0,1,3.318202,69.03045,200.27719,600.4168,2898.9233,363.3431,3.318202,4,0.6924969,4.5986133,1.4597719,12.115704,10.07560168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1994231,7.9720945,5.8953476,5.6195536,10.861515,5.478071,5.4882708,4.428481,7.1472416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2004,28,Nebraska,0.45518455,0,1,2.3577774,67.078766,211.90524,579.188,2734.963,311.63922,2.3577774,3.9,0.74258196,4.7030587,1.5090364,12.226078,10.14799179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85771936,7.913873,5.741846,5.645836,10.83056,5.4948726,5.478071,4.4726505,7.1640787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2005,28,Nebraska,0.43557692,1,0,2.5776577,60.926456,198.42107,551.1501,2657.2722,326.95245,2.5776577,3.8,0.7884118,4.794385,1.5579013,12.244577,10.92200476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9468811,7.8850555,5.789815,5.599325,10.887867,5.564474,5.4948726,4.4943137,7.1599083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2006,28,Nebraska,0.45294636,0,0,2.9971764,64.29792,193.96822,539.15247,2533.01,292.70538,2.827525,3,0.8195864,4.7369523,1.5753838,11.885445,11.0044443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0976707,7.8371634,5.679167,5.5983186,10.860229,5.518328,5.564474,4.5932126,7.094681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2007,28,Nebraska,0.43100357,0,0,3.9679594,63.26061,212.68262,511.7534,2352.093,297.54025,3.9112742,3,0.8700034,4.7793503,1.6365565,11.901044,10.79642045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3782519,7.763061,5.6955495,5.568123,10.853387,5.5427,5.518328,4.5960546,7.095986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2008,28,Nebraska,0.4772552,0,1,3.8963327,73.23976,201.64934,492.2367,2167.9985,238.46686,3.7833955,3.3,0.8920343,4.7452817,1.6825945,11.809785,10.53026265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3600358,7.6815596,5.4742303,5.6043816,10.846809,5.5421968,5.5427,4.554597,7.0904355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2009,28,Nebraska,0.4819672,2,2,2.313608,68.84394,187.40224,492.40347,2115.879,198.01097,2.313608,4.6,0.9037178,4.645612,1.7078941,11.643993,11.98065147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8388082,7.6572256,5.2883224,5.6047273,10.828024,5.5312743,5.5421968,4.461445,7.1274514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2010,28,Nebraska,0.4282927,1,4,2.9782193,56.531013,184.92535,459.1973,2034.0686,199.32008,2.9782193,4.7,1.0111054,5.9630017,1.8329285,13.936136,11.53331966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0913255,7.617793,5.294912,5.585978,10.872902,5.533323,5.5312743,4.493362,7.1373267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725508.9
2000,29,Nevada,0.40435836,3,2,6.5662823,231.24512,251.55478,892.09814,2246.025,670.4734,6.5662823,4.5,0.044131525,3.747973,0.094829336,9.088141,9.914933558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8819478,7.716917,6.507984,5.8954635,10.967077,6.238756,6.262916,3.3910065,6.272681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2001,29,Nevada,0.40186536,3,9,8.685619,237.98598,307.0849,854.6167,2174.9275,709.4221,8.733873,5.3,0.045309983,3.6754165,0.09785798,8.519,9.524554005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1616688,7.6847506,6.5644507,5.893102,10.931606,6.202085,6.238756,3.5711136,6.2180715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2002,29,Nevada,0.3952716,4,5,8.458758,239.1819,356.52963,885.646,2217.9238,817.18146,8.458758,5.7,0.04645307,3.6731572,0.09991616,8.120922,10.46077333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1352024,7.7043266,6.705861,5.962161,10.905718,6.1937385,6.202085,3.8958678,6.378921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2003,29,Nevada,0.4032536,3,2,8.923823,236.68515,340.64545,994.66656,2415.3665,944.4304,8.923823,5.3,0.047835317,3.6637957,0.10219363,7.738042,11.40364944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1887245,7.789606,6.850582,5.8745537,10.888651,6.1687384,6.1937385,3.976524,6.4596696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2004,29,Nevada,0.40611622,5,4,7.474371,213.14993,362.76773,1005.6505,2278.727,983.6185,7.474371,4.6,0.04649754,3.5955634,0.0989485,7.252443,11.50153594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0114799,7.7313724,6.891238,5.8567915,10.905718,6.202279,6.1687384,3.985164,6.4741473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2005,29,Nevada,0.4238622,5,10,8.650806,197.45674,366.6094,986.0659,2184.2026,1130.9459,8.650806,4.2,0.047453452,3.5735807,0.09902234,6.8587875,11.06639662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1576526,7.6890063,7.03081,5.8820586,10.893809,6.2041044,6.202279,4.1777368,6.5291023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2006,29,Nevada,0.4948849,3,11,9.056196,282.02438,413.3392,997.46387,2020.2129,1081.9349,9.056196,4.2,0.048526786,3.4518132,0.09761457,6.4290977,10.33159703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2034492,7.610958,6.9865065,5.896744,10.942651,6.2479744,6.2041044,4.1612406,6.5000916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2007,29,Nevada,0.43859902,5,9,7.754377,278.75577,447.38333,1000.8369,2002.2363,898.26215,7.754377,4.8,0.051669057,3.4669697,0.09932031,6.324759,10.76086507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0482574,7.60202,6.800462,5.9485016,10.948084,6.288577,6.2479744,4.1982923,6.5415792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2008,29,Nevada,0.41590732,6,9,6.480156,254.29703,438.80475,950.73706,1953.7474,625.1583,6.480156,6.7,0.054040574,3.386294,0.09810563,6.062598,11.32393514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8687446,7.5775046,6.438005,5.8499546,10.923002,6.2155366,6.288577,4.232419,6.4435315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2009,29,Nevada,0.37956205,5,9,6.127829,236.7856,449.0206,868.6983,1825.111,487.00528,6.127829,11.7,0.05636817,3.368381,0.10099133,5.9370413,12.71673758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8128406,7.509396,6.188275,5.9847593,10.864427,6.1950274,6.2155366,4.3650756,6.6131434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2010,29,Nevada,0.35032088,3,10,5.8933654,197.61423,425.96347,829.0249,1586.0239,379.89825,5.8560653,14,0.06135814,3.1253111,0.09955311,5.526895,12.83877058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7738272,7.3689857,5.9399033,5.908791,10.849822,6.156882,6.1950274,4.4996467,6.5857496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347658.5
2000,30,New Hampshire,0.11037528,0,0,1.8329561,37.742233,97.479935,415.9144,1729.7273,178.96317,1.1664265,2.7,6.810515,24.37765,13.980622,68.22396,5.820218672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60593003,7.455719,5.18718,5.328883,11.0740795,5.2366796,5.2359405,4.52312,7.031768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2001,30,New Hampshire,0.11235955,0,0,1.389302,36.367023,100.02975,399.54694,1639.3765,174.88861,0.8172365,3.4,6.816488,24.223871,13.671304,65.43613,6.123471359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32880148,7.4020715,5.1641493,5.3980756,11.054313,5.275473,5.2366796,4.4932327,6.975903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2002,30,New Hampshire,0.14043583,0,1,0.9685879,33.335567,95.648056,390.50235,1571.3724,156.91124,0.8878722,4.6,6.8329034,24.208967,13.444404,63.093575,6.414231139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031916067,7.3597045,5.0556803,5.3163815,11.113149,5.287429,5.275473,4.5665245,6.8601613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2003,30,New Hampshire,0.19791667,0,0,1.3582919,38.35177,80.05932,366.6589,1592.717,154.44577,0.8788947,4.5,6.8935704,24.318457,13.234396,60.809128,6.534102712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30622792,7.3731966,5.039843,5.3628483,11.095499,5.2703056,5.287429,4.573036,7.0236545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2004,30,New Hampshire,0.232,0,1,1.3471001,39.620594,96.59501,394.54187,1562.8739,154.99576,1.0301354,3.9,6.9400225,24.535528,13.082878,58.602028,6.742870274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29795423,7.3542814,5.043398,5.344789,11.091042,5.2677674,5.2703056,4.575336,7.1845913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2005,30,New Hampshire,0.2109589,1,0,1.4931402,28.68401,76.30732,329.43387,1453.2969,105.7772,1.3359675,3.6,6.9749293,24.712414,12.935545,56.453587,7.574857405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40088144,7.28159,4.661335,5.4949546,11.0610285,5.292417,5.2677674,4.5864654,7.2090435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2006,30,New Hampshire,0.17763157,0,0,0.9886721,34.679577,93.92385,366.64523,1579.5938,115.59859,0.9126204,3.4,6.7999344,24.19121,12.45879,52.935253,7.747538777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011392572,7.364923,4.7501235,5.493626,11.112657,5.362817,5.292417,4.549469,7.048012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2007,30,New Hampshire,0.21136364,0,0,0.91585296,33.581276,83.18998,390.84024,1480.5526,105.552055,0.8395319,3.6,6.858212,24.416105,12.421256,51.640446,7.09824202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08789945,7.300171,4.6592045,5.5154486,11.17128,5.4143786,5.362817,4.6001973,7.0564423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2008,30,New Hampshire,0.2004717,0,0,1.0668309,32.309734,98.22464,330.10794,1700.5284,107.1403,0.99062866,4,6.876106,24.396288,12.376686,50.397926,7.615572073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06469245,7.4386945,4.674139,5.549193,11.112642,5.3994794,5.4143786,4.6032367,7.0836773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2009,30,New Hampshire,0.18942732,0,0,0.83623546,34.513718,95.86299,373.6452,1729.335,85.676125,0.83623546,6.4,6.8814573,24.293932,12.295398,49.103138,8.420814965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17884505,7.455492,4.4505744,5.54087,11.085061,5.335683,5.3994794,4.7026663,7.2254295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2010,30,New Hampshire,0.20842572,0,0,0.9876506,34.263878,100.43646,413.36975,1699.7466,73.541985,0.9876506,6.1,7.3676453,28.298544,11.959233,55.96127,7.87772886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012426315,7.4382343,4.2978563,5.5661416,11.108066,5.3459725,5.335683,4.790699,7.2797356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274359
2000,31,New Jersey,0.33483362,1,6,3.5160165,164.88779,208.02895,534.38586,1892.5902,415.48608,3.5160165,3.7,0.036267284,0.5961412,0.06802093,1.3406973,7.879940566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2573286,7.5457015,6.029449,6.141676,11.06379,5.8926287,5.9577265,3.940823,6.783078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2001,31,New Jersey,0.3245216,2,11,4.0532722,170.2133,209.53969,564.70764,1882.2502,454.88327,4.089462,4.3,0.038867984,0.5984246,0.06842309,1.2733909,7.946753516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3995246,7.540223,6.120041,6.149027,11.06285,5.8274317,5.8926287,3.9539897,6.7609315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2002,31,New Jersey,0.32805446,2,5,4.037946,166.22282,197.64496,522.8962,1763.6057,425.89017,4.061769,5.8,0.040474754,0.60172546,0.06982431,1.226416,8.430945819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3957362,7.475116,6.0541816,6.139282,11.099439,5.805795,5.8274317,4.018074,6.875048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2003,31,New Jersey,0.32513866,2,12,4.8081045,158.00426,194.83482,514.64484,1685.0511,409.82578,4.8081045,5.9,0.041425493,0.60830814,0.07122153,1.1915454,8.982143221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.570303,7.429551,6.0157323,6.1581063,11.10407,5.776612,5.805795,4.0416584,6.890759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2004,31,New Jersey,0.3254818,6,19,4.609978,153.7757,189.85583,482.5189,1646.1503,356.40305,4.609978,4.9,0.04364191,0.61149246,0.07354797,1.1719929,8.434825375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5282232,7.4061947,5.8760624,6.158459,11.063556,5.7515125,5.776612,4.121923,7.240259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
